name;identifier;SMILES;inchikey;MW;LogP;pubchem;chEMBL;membrane;method;temperature;charge;note;LogK;LogPerm_molmedb_value;primary_reference;method_label;Perm
MM475794;MM475794;CN1C(=O)NC(=O)C12Cc1ccc(NC(=O)Cn3c(=O)n(-c4cc(F)cc(F)c4)c4ccccc43)cc1C2;MLXHPMSHFIOVTD-HHHXNRCGSA-N;517.49;2.73;44420231;CHEMBL374666;CACO;ECACO;25;0;<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL911974/target=_blank>CHEMBL911974</a>;;-4.82;Bell IM, Bednar RA, Fay JF, Gallicchio SN, Hochman JH, McMasters DR, Miller-Stein C, Moore EL, Mosser SD, Pudvah NT, Quigley AG, Salvatore CA, Stump CA, Theberge CR, Wong BK, Zartman CB, Zhang XF, Kane SA, Graham SL, Vacca JP, Williams TM.: Identification of novel, orally bioavailable spirohydantoin CGRP receptor antagonists. Bioorg Med Chem Lett, Volume 16 (24), 2006;CACO-2;0.000015135612484362071
MM475796;MM475796;CN1C(=O)NC(=O)C12Cc1ccc(NC(=O)Cn3c(=O)n(C4CCS(=O)(=O)C4)c4ccccc43)cc1C2;MUJODSURWGPHBP-IXXGTQFESA-N;523.57;0.82;44420261;CHEMBL375224;CACO;ECACO;25;0;<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL911974/target=_blank>CHEMBL911974</a>;;-6.52;Bell IM, Bednar RA, Fay JF, Gallicchio SN, Hochman JH, McMasters DR, Miller-Stein C, Moore EL, Mosser SD, Pudvah NT, Quigley AG, Salvatore CA, Stump CA, Theberge CR, Wong BK, Zartman CB, Zhang XF, Kane SA, Graham SL, Vacca JP, Williams TM.: Identification of novel, orally bioavailable spirohydantoin CGRP receptor antagonists. Bioorg Med Chem Lett, Volume 16 (24), 2006;CACO-2;0.0000003019951720402019
MM475798;MM475798;CN1C(=O)NC(=O)C12Cc1ccc(NC(=O)Cn3c(=O)n(-c4nccs4)c4ccccc43)cc1C2;SXMSIUHHVAMQCA-XMMPIXPASA-N;488.53;1.91;44420236;CHEMBL375533;CACO;ECACO;25;0;<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL911974/target=_blank>CHEMBL911974</a>;;-4.89;Bell IM, Bednar RA, Fay JF, Gallicchio SN, Hochman JH, McMasters DR, Miller-Stein C, Moore EL, Mosser SD, Pudvah NT, Quigley AG, Salvatore CA, Stump CA, Theberge CR, Wong BK, Zartman CB, Zhang XF, Kane SA, Graham SL, Vacca JP, Williams TM.: Identification of novel, orally bioavailable spirohydantoin CGRP receptor antagonists. Bioorg Med Chem Lett, Volume 16 (24), 2006;CACO-2;0.000012882495516931348
MM475801;MM475801;Cc1cc(OCCCON=C(N)N)cc(OS(=O)(=O)c2ccccc2S(C)(=O)=O)c1;CFBZFBMYIQZREO-UHFFFAOYSA-N;457.53;1.14;9955758;CHEMBL37637;CACO;ECACO;25;0;<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL696915/target=_blank>CHEMBL696915</a>;;-5.62;Tomczuk B, Lu T, Soll RM, Fedde C, Wang A, Murphy L, Crysler C, Dasgupta M, Eisennagel S, Spurlino J, Bone R.: Oxyguanidines: application to non-peptidic phenyl-based thrombin inhibitors. Bioorg Med Chem Lett, Volume 13 (8), 2003;CACO-2;0.0000023988329190194897
MM29821;MM29821;CCCS(=O)(=O)N1CCC(CNC(=O)c2ccc(Cl)cc2Cl)(C(=O)N2CCOCC2)CC1;FQNRAIQUCSDYQF-UHFFFAOYSA-N;506.45;2.4;11699068;CHEMBL376472;CACO;ECACO;25;0;<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL909056/target=_blank>CHEMBL909056</a>;;-4.63;Zhao Z, O'Brien JA, Lemaire W, Williams DL, Jacobson MA, Sur C, Pettibone DJ, Tiller PR, Smith S, Hartman GD, Wolkenberg SE, Lindsley CW.: Synthesis and SAR of GlyT1 inhibitors derived from a series of N-((4-(morpholine-4-carbonyl)-1-(propylsulfonyl)piperidin-4-yl)methyl)benzamides. Bioorg Med Chem Lett, Volume 16 (23), 2006;CACO-2;0.00002344228815319923
MM475803;MM475803;CCCc1nn(C)c2c(=O)[nH]c(-c3cc(C(C)=O)ccc3OCC)nc12;YJBDHZKAVGNHET-UHFFFAOYSA-N;354.41;3.29;135559102;CHEMBL377168;CACO;ECACO;25;0;<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL860099/target=_blank>CHEMBL860099</a>;;-4.37;Allerton CM, Barber CG, Beaumont KC, Brown DG, Cole SM, Ellis D, Lane CA, Maw GN, Mount NM, Rawson DJ, Robinson CM, Street SD, Summerhill NW.: A novel series of potent and selective PDE5 inhibitors with potential for high and dose-independent oral bioavailability. J Med Chem, Volume 49 (12), 2006;CACO-2;0.00004265795188015926
MM475804;MM475804;COc1ccc(-c2ccc(OCCN3CCC[C@H]3C(=O)O)c(Sc3cccc(F)c3)c2)cc1;LFGBKELOWUQGSN-QHCPKHFHSA-N;467.56;5.58;;;CACO;ECACO;25;0;<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL862964/target=_blank>CHEMBL862964</a>;;-4.58;Smith G, Mikkelsen G, Eskildsen J, Bundgaard C.: The synthesis and SAR of 2-arylsulfanylphenyl-1-oxyalkylamino acids as GlyT-1 inhibitors. Bioorg Med Chem Lett, Volume 16 (15), 2006;CACO-2;0.000026302679918953814
MM475806;MM475806;Nc1noc2ccc(-n3nc(C(F)(F)F)c4c3C(=O)N(c3ccc(-c5ccccc5CN5CCC(O)C5)cc3)CC4)cc12;DFRIQJHMGZBFOM-JOCHJYFZSA-N;588.59;5.05;6914623;CHEMBL378093;CACO;ECACO;25;0;<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL868640/target=_blank>CHEMBL868640</a>;;-5.77;Pinto DJ, Orwat MJ, Quan ML, Han Q, Galemmo RA, Amparo E, Wells B, Ellis C, He MY, Alexander RS, Rossi KA, Smallwood A, Wong PC, Luettgen JM, Rendina AR, Knabb RM, Mersinger L, Kettner C, Bai S, He K, Wexler RR, Lam PY.: 1-[3-Aminobenzisoxazol-5'-yl]-3-trifluoromethyl-6-[2'-(3-(R)-hydroxy-N-pyrrolidinyl)methyl-[1,1']-biphen-4-yl]-1,4,5,6-tetrahydropyrazolo-[3,4-c]-pyridin-7-one (BMS-740808) a highly potent, selective, efficacious, and orally bioavailable inhibitor of blood coagulation factor Xa. Bioorg Med Chem Lett, Volume 16 (15), 2006;CACO-2;0.000001698243652461746
MM475807;MM475807;CCCCOc1ncc(C(C)=O)cc1-c1nc2c(CC)n(CCN3CCOCC3)nc2c(=O)[nH]1;CNCUTWNMEWCOPN-UHFFFAOYSA-N;468.56;2.87;135487696;CHEMBL378130;CACO;ECACO;25;0;<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL860099/target=_blank>CHEMBL860099</a>;;-4.43;Allerton CM, Barber CG, Beaumont KC, Brown DG, Cole SM, Ellis D, Lane CA, Maw GN, Mount NM, Rawson DJ, Robinson CM, Street SD, Summerhill NW.: A novel series of potent and selective PDE5 inhibitors with potential for high and dose-independent oral bioavailability. J Med Chem, Volume 49 (12), 2006;CACO-2;0.00003715352290971728
MM475808;MM475808;CC(=O)NC(Cc1cnc[nH]1)C(=O)NC(Cc1ccccc1)C(=O)N1CC(OCc2ccc3ccccc3c2)CC1C(=O)NCCN=C(N)N;;681.8;0.91;44413879;CHEMBL378293;CACO;ECACO;25;0;<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL854467/target=_blank>CHEMBL854467</a>;;-6;Tian X, Field TB, Switzer AG, Mazur AW, Ebetino FH, Wos JA, Berberich SM, Jayasinghe LR, Obringer CM, Dowty ME, Pinney BB, Farmer JA, Crossdoersen D, Sheldon RJ.: Design, synthesis, and evaluation of proline and pyrrolidine based melanocortin receptor agonists. A conformationally restricted dipeptide mimic approach. J Med Chem, Volume 49 (15), 2006;CACO-2;0.000001
MM475808;MM475808;CC(=O)NC(Cc1cnc[nH]1)C(=O)NC(Cc1ccccc1)C(=O)N1CC(OCc2ccc3ccccc3c2)CC1C(=O)NCCN=C(N)N;;681.8;0.91;44413879;CHEMBL378293;CACO;ECACO;25;0;<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL854468/target=_blank>CHEMBL854468</a>;;-6.3;Tian X, Field TB, Switzer AG, Mazur AW, Ebetino FH, Wos JA, Berberich SM, Jayasinghe LR, Obringer CM, Dowty ME, Pinney BB, Farmer JA, Crossdoersen D, Sheldon RJ.: Design, synthesis, and evaluation of proline and pyrrolidine based melanocortin receptor agonists. A conformationally restricted dipeptide mimic approach. J Med Chem, Volume 49 (15), 2006;CACO-2;0.0000005011872336272725
MM475813;MM475813;CN(C(=O)c1ccncc1)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1;NKPNTUSJVYZWLM-UHFFFAOYSA-N;378.27;3.67;11710602;CHEMBL380364;CACO;ECACO;25;0;<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL859663/target=_blank>CHEMBL859663</a>;;-4.39;Cheng JF, Chen M, Wallace D, Tith S, Haramura M, Liu B, Mak CC, Arrhenius T, Reily S, Brown S, Thorn V, Harmon C, Barr R, Dyck JR, Lopaschuk GD, Nadzan AM.: Synthesis and structure-activity relationship of small-molecule malonyl coenzyme A decarboxylase inhibitors. J Med Chem, Volume 49 (5), 2006;CACO-2;0.0000407380277804113
MM475814;MM475814;Cc1nn(-c2ccc3onc(N)c3c2)c2c1CCN(c1ccc(-c3ccccc3CN3CCC(O)C3)cc1)C2=O;BGSMHNHLTFKRFT-XMMPIXPASA-N;534.62;4.34;23646164;CHEMBL380405;CACO;ECACO;25;0;<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL868640/target=_blank>CHEMBL868640</a>;;-5.21;Pinto DJ, Orwat MJ, Quan ML, Han Q, Galemmo RA, Amparo E, Wells B, Ellis C, He MY, Alexander RS, Rossi KA, Smallwood A, Wong PC, Luettgen JM, Rendina AR, Knabb RM, Mersinger L, Kettner C, Bai S, He K, Wexler RR, Lam PY.: 1-[3-Aminobenzisoxazol-5'-yl]-3-trifluoromethyl-6-[2'-(3-(R)-hydroxy-N-pyrrolidinyl)methyl-[1,1']-biphen-4-yl]-1,4,5,6-tetrahydropyrazolo-[3,4-c]-pyridin-7-one (BMS-740808) a highly potent, selective, efficacious, and orally bioavailable inhibitor of blood coagulation factor Xa. Bioorg Med Chem Lett, Volume 16 (15), 2006;CACO-2;0.000006165950018614822
MM475815;MM475815;Nc1noc2ccc(-n3nc(C(F)(F)F)cc3C(=O)Nc3ccc(-c4ccccc4CN4CCC(N)C4)cc3F)cc12;YHIZCAWNRNQWMF-GOSISDBHSA-N;579.56;5.21;23646298;CHEMBL380430;CACO;ECACO;25;0;<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL859920/target=_blank>CHEMBL859920</a>;;-5.31;Quan ML, Han Q, Fevig JM, Lam PY, Bai S, Knabb RM, Luettgen JM, Wong PC, Wexler RR.: Aminobenzisoxazoles with biaryl P4 moieties as potent, selective, and orally bioavailable factor Xa inhibitors. Bioorg Med Chem Lett, Volume 16 (7), 2006;CACO-2;0.000004897788193684467
MM475818;MM475818;CC(C)(CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)sc12;UTDWJMBRBOKFJV-UHFFFAOYSA-N;397.48;3.42;11625425;CHEMBL380947;CACO;ECACO;25;0;<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL893607/target=_blank>CHEMBL893607</a>;;-5.44;Hunt F, Austin C, Austin R, Bonnert R, Cage P, Christie J, Christie M, Dixon C, Hill S, Jewell R, Martin I, Robinson D, Willis P.: SAR studies on thiazolo[4,5-d]pyrimidine based CXCR2 antagonists involving a novel tandem displacement reaction. Bioorg Med Chem Lett, Volume 17 (10), 2007;CACO-2;0.0000036307805477010103
MM475819;MM475819;COC(=O)NC(C(=O)NN(Cc1cccc(-c2cccnc2)c1)CC(O)(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O)C(C)(C)C;OARKPSCQQRKMKX-NGXTUNLOSA-N;679.82;4.1;11721694;CHEMBL381169;CACO;ECACO;25;0;<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL867712/target=_blank>CHEMBL867712</a>;;-4.96;Ekegren JK, Ginman N, Johansson A, Wallberg H, Larhed M, Samuelsson B, Unge T, Hallberg A.: Microwave-accelerated synthesis of P1'-extended HIV-1 protease inhibitors encompassing a tertiary alcohol in the transition-state mimicking scaffold. J Med Chem, Volume 49 (5), 2006;CACO-2;0.000010964781961431852
MM475820;MM475820;CCC(=O)N1CCC(CC(=O)NO)(NC(=O)c2ccc(OCc3cc(C)nc4ccccc34)cc2)CC1;SFSKPKLATIXRLH-UHFFFAOYSA-N;504.59;3.52;;;CACO;ECACO;25;0;<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL853098/target=_blank>CHEMBL853098</a>;;-7;Gilmore JL, King BW, Harris C, Maduskuie T, Mercer SE, Liu RQ, Covington MB, Qian M, Ribadeneria MD, Vaddi K, Trzaskos JM, Newton RC, Decicco CP, Duan JJ.: Synthesis and structure-activity relationship of a novel, achiral series of TNF-alpha converting enzyme inhibitors. Bioorg Med Chem Lett, Volume 16 (10), 2006;CACO-2;0.0000001
MM475822;MM475822;CC(=O)N1CCC(CC(=O)NO)(NC(=O)c2ccc(OCc3cc(C)nc4ccccc34)cc2)CC1;QRWVORUSUQDRRN-UHFFFAOYSA-N;490.56;3.13;;;CACO;ECACO;25;0;<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL853098/target=_blank>CHEMBL853098</a>;;-7;Gilmore JL, King BW, Harris C, Maduskuie T, Mercer SE, Liu RQ, Covington MB, Qian M, Ribadeneria MD, Vaddi K, Trzaskos JM, Newton RC, Decicco CP, Duan JJ.: Synthesis and structure-activity relationship of a novel, achiral series of TNF-alpha converting enzyme inhibitors. Bioorg Med Chem Lett, Volume 16 (10), 2006;CACO-2;0.0000001
MM475824;MM475824;Cc1cc(COc2ccc(C(=O)NC3(CC(=O)NO)CCN(CCS(C)(=O)=O)CC3)cc2)c2ccccc2n1;MJYOLQLJRBLLML-UHFFFAOYSA-N;554.67;2.63;;;CACO;ECACO;25;0;<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL853098/target=_blank>CHEMBL853098</a>;;-6.09;Gilmore JL, King BW, Harris C, Maduskuie T, Mercer SE, Liu RQ, Covington MB, Qian M, Ribadeneria MD, Vaddi K, Trzaskos JM, Newton RC, Decicco CP, Duan JJ.: Synthesis and structure-activity relationship of a novel, achiral series of TNF-alpha converting enzyme inhibitors. Bioorg Med Chem Lett, Volume 16 (10), 2006;CACO-2;0.0000008128305161640995
MM475825;MM475825;CCN(C(=O)c1ccncc1)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1;RNWLFGIPIJCAAQ-UHFFFAOYSA-N;392.3;4.06;10111090;CHEMBL382794;CACO;ECACO;25;0;<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL859663/target=_blank>CHEMBL859663</a>;;-4.26;Cheng JF, Chen M, Wallace D, Tith S, Haramura M, Liu B, Mak CC, Arrhenius T, Reily S, Brown S, Thorn V, Harmon C, Barr R, Dyck JR, Lopaschuk GD, Nadzan AM.: Synthesis and structure-activity relationship of small-molecule malonyl coenzyme A decarboxylase inhibitors. J Med Chem, Volume 49 (5), 2006;CACO-2;0.00005495408738576248
MM475827;MM475827;CCCCOc1ncc(C(C)=O)cc1-c1nc2c(CC)n(Cc3nccn3C)nc2c(=O)[nH]1;KXBOKGPWEVCLQK-UHFFFAOYSA-N;449.52;3.32;135505670;CHEMBL383202;CACO;ECACO;25;0;<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL860099/target=_blank>CHEMBL860099</a>;;-5.3;Allerton CM, Barber CG, Beaumont KC, Brown DG, Cole SM, Ellis D, Lane CA, Maw GN, Mount NM, Rawson DJ, Robinson CM, Street SD, Summerhill NW.: A novel series of potent and selective PDE5 inhibitors with potential for high and dose-independent oral bioavailability. J Med Chem, Volume 49 (12), 2006;CACO-2;0.000005011872336272725
MM475828;MM475828;CCN(C(=O)C(C)C)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1;QKROGJIOEIMFTC-UHFFFAOYSA-N;357.29;4.01;9924885;CHEMBL383478;CACO;ECACO;25;0;<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL859663/target=_blank>CHEMBL859663</a>;;-4.16;Cheng JF, Chen M, Wallace D, Tith S, Haramura M, Liu B, Mak CC, Arrhenius T, Reily S, Brown S, Thorn V, Harmon C, Barr R, Dyck JR, Lopaschuk GD, Nadzan AM.: Synthesis and structure-activity relationship of small-molecule malonyl coenzyme A decarboxylase inhibitors. J Med Chem, Volume 49 (5), 2006;CACO-2;0.00006918309709189363
MM475830;MM475830;Cn1cnc(S(=O)(=O)N(CCN(Cc2cncn2C)c2ccc(C#N)cc2)CC2CCN(c3ncccn3)CC2)c1;UAEKHSFNVUOOPP-UHFFFAOYSA-N;574.72;2.43;16086178;CHEMBL384161;CACO;ECACO;25;0;<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL910296/target=_blank>CHEMBL910296</a>;;-5.96;Glenn MP, Chang SY, HornĂ©y C, Rivas K, Yokoyama K, Pusateri EE, Fletcher S, Cummings CG, Buckner FS, Pendyala PR, Chakrabarti D, Sebti SM, Gelb M, Van Voorhis WC, Hamilton AD.: Structurally simple, potent, Plasmodium selective farnesyltransferase inhibitors that arrest the growth of malaria parasites. J Med Chem, Volume 49 (19), 2006;CACO-2;0.000001096478196143185
MM475832;MM475832;Cn1cnc(S(=O)(=O)N(CCN(Cc2cncn2C)c2ccc(C#N)cc2)CC2CCN(C(=O)OC(C)(C)C)CC2)c1;NYTPJJDEMIZHPE-UHFFFAOYSA-N;596.76;3.37;16086150;CHEMBL385072;CACO;ECACO;25;0;<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL910296/target=_blank>CHEMBL910296</a>;;-6.05;Glenn MP, Chang SY, HornĂ©y C, Rivas K, Yokoyama K, Pusateri EE, Fletcher S, Cummings CG, Buckner FS, Pendyala PR, Chakrabarti D, Sebti SM, Gelb M, Van Voorhis WC, Hamilton AD.: Structurally simple, potent, Plasmodium selective farnesyltransferase inhibitors that arrest the growth of malaria parasites. J Med Chem, Volume 49 (19), 2006;CACO-2;0.0000008912509381337459
MM475833;MM475833;CN(C)C(=O)CN1CCn2c(c(C3CCCCC3)c3ccc(C(=O)O)cc32)-c2ccccc21;OEMFLNNRPUAOBO-UHFFFAOYSA-N;445.56;4.96;11995224;CHEMBL385407;CACO;ECACO;25;0;<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL911830/target=_blank>CHEMBL911830</a>;;-4.28;Ikegashira K, Oka T, Hirashima S, Noji S, Yamanaka H, Hara Y, Adachi T, Tsuruha J, Doi S, Hase Y, Noguchi T, Ando I, Ogura N, Ikeda S, Hashimoto H.: Discovery of conformationally constrained tetracyclic compounds as potent hepatitis C virus NS5B RNA polymerase inhibitors. J Med Chem, Volume 49 (24), 2006;CACO-2;0.00005248074602497723
MM475834;MM475834;Cc1nn(-c2ccc3onc(N)c3c2)c2c1CCN(c1ccc(-c3ccccc3CN(C)C)cc1)C2=O;RQRUABSSKUUZEJ-UHFFFAOYSA-N;492.58;4.84;22086973;CHEMBL385679;CACO;ECACO;25;0;<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL868640/target=_blank>CHEMBL868640</a>;;-5.17;Pinto DJ, Orwat MJ, Quan ML, Han Q, Galemmo RA, Amparo E, Wells B, Ellis C, He MY, Alexander RS, Rossi KA, Smallwood A, Wong PC, Luettgen JM, Rendina AR, Knabb RM, Mersinger L, Kettner C, Bai S, He K, Wexler RR, Lam PY.: 1-[3-Aminobenzisoxazol-5'-yl]-3-trifluoromethyl-6-[2'-(3-(R)-hydroxy-N-pyrrolidinyl)methyl-[1,1']-biphen-4-yl]-1,4,5,6-tetrahydropyrazolo-[3,4-c]-pyridin-7-one (BMS-740808) a highly potent, selective, efficacious, and orally bioavailable inhibitor of blood coagulation factor Xa. Bioorg Med Chem Lett, Volume 16 (15), 2006;CACO-2;0.000006760829753919819
MM475835;MM475835;Cn1cnc(S(=O)(=O)N(CCN(Cc2cncn2C)c2ccc(C#N)cc2)Cc2ccccn2)c1;MRIVPRZNMCCALI-UHFFFAOYSA-N;490.59;2.32;16086180;CHEMBL385845;CACO;ECACO;25;0;<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL910296/target=_blank>CHEMBL910296</a>;;-5.74;Glenn MP, Chang SY, HornĂ©y C, Rivas K, Yokoyama K, Pusateri EE, Fletcher S, Cummings CG, Buckner FS, Pendyala PR, Chakrabarti D, Sebti SM, Gelb M, Van Voorhis WC, Hamilton AD.: Structurally simple, potent, Plasmodium selective farnesyltransferase inhibitors that arrest the growth of malaria parasites. J Med Chem, Volume 49 (19), 2006;CACO-2;0.0000018197008586099826
MM475837;MM475837;Cn1cnc(S(=O)(=O)N(CCN(Cc2cncn2C)c2ccc(C#N)cc2)Cc2ccc(-c3ccccc3)cc2)c1;MUGOBVVTADQYDA-UHFFFAOYSA-N;565.7;4.59;11330505;CHEMBL386292;CACO;ECACO;25;0;<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL910296/target=_blank>CHEMBL910296</a>;;-5.96;Glenn MP, Chang SY, HornĂ©y C, Rivas K, Yokoyama K, Pusateri EE, Fletcher S, Cummings CG, Buckner FS, Pendyala PR, Chakrabarti D, Sebti SM, Gelb M, Van Voorhis WC, Hamilton AD.: Structurally simple, potent, Plasmodium selective farnesyltransferase inhibitors that arrest the growth of malaria parasites. J Med Chem, Volume 49 (19), 2006;CACO-2;0.000001096478196143185
Testosterone;MM00423;CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12;MUMGGOZAMZWBJJ-UHFFFAOYSA-N;288.43;3.88;6013;CHEMBL386630;CACO;ECACO;25;0;<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL859786/target=_blank>CHEMBL859786</a>;;-5.03;Voets M, Antes I, Scherer C, MĂĽller-Vieira U, Biemel K, Marchais-Oberwinkler S, Hartmann RW.: Synthesis and evaluation of heteroaryl-substituted dihydronaphthalenes and indenes: potent and selective inhibitors of aldosterone synthase (CYP11B2) for the treatment of congestive heart failure and myocardial fibrosis. J Med Chem, Volume 49 (7), 2006;CACO-2;0.000009332543007969906
Testosterone;MM00423;CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12;MUMGGOZAMZWBJJ-UHFFFAOYSA-N;288.43;3.88;6013;CHEMBL386630;CACO;ECACO;25;0;<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL1032443/target=_blank>CHEMBL1032443</a>;;-5.03;Bey E, Marchais-Oberwinkler S, Werth R, Negri M, Al-Soud YA, Kruchten P, Oster A, Frotscher M, Birk B, Hartmann RW.: Design, synthesis, biological evaluation and pharmacokinetics of bis(hydroxyphenyl) substituted azoles, thiophenes, benzenes, and aza-benzenes as potent and selective nonsteroidal inhibitors of 17beta-hydroxysteroid dehydrogenase type 1 (17beta-HSD1). J Med Chem, Volume 51 (21), 2008;CACO-2;0.000009332543007969906
MM475841;MM475841;O=c1n(Cc2nc3ccccc3n2CCCC2(O)CC2)c2cnccc2n1C1CC1;UOYODLLSYQHHED-UHFFFAOYSA-N;403.49;3.24;;;CACO;ECACO;25;0;<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL891578/target=_blank>CHEMBL891578</a>;;-4.63;Yu KL, Sin N, Civiello RL, Wang XA, Combrink KD, Gulgeze HB, Venables BL, Wright JJ, Dalterio RA, Zadjura L, Marino A, Dando S, D'Arienzo C, Kadow KF, Cianci CW, Li Z, Clarke J, Genovesi EV, Medina I, Lamb L, Colonno RJ, Yang Z, Krystal M, Meanwell NA.: Respiratory syncytial virus fusion inhibitors. Part 4: optimization for oral bioavailability. Bioorg Med Chem Lett, Volume 17 (4), 2007;CACO-2;0.00002344228815319923
MM475842;MM475842;CCS(=O)(=O)CCCn1c(Cn2c(=O)n(C3CC3)c3ccncc32)nc2ccccc21;NXXXNNQCMNNNRX-UHFFFAOYSA-N;439.54;2.76;;;CACO;ECACO;25;0;<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL891578/target=_blank>CHEMBL891578</a>;;-5.47;Yu KL, Sin N, Civiello RL, Wang XA, Combrink KD, Gulgeze HB, Venables BL, Wright JJ, Dalterio RA, Zadjura L, Marino A, Dando S, D'Arienzo C, Kadow KF, Cianci CW, Li Z, Clarke J, Genovesi EV, Medina I, Lamb L, Colonno RJ, Yang Z, Krystal M, Meanwell NA.: Respiratory syncytial virus fusion inhibitors. Part 4: optimization for oral bioavailability. Bioorg Med Chem Lett, Volume 17 (4), 2007;CACO-2;0.0000033884415613920275
Hydrocortisone;MM00044;CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO;JYGXADMDTFJGBT-UHFFFAOYSA-N;362.47;1.78;5754;CHEMBL389621;CACO;ECACO;25;0;<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL635760/target=_blank>CHEMBL635760</a>;;-4.57;Stenberg P, Norinder U, Luthman K, Artursson P.: Experimental and computational screening models for the prediction of intestinal drug absorption. J Med Chem, Volume 44 (12), 2001;CACO-2;0.00002691534803926914
Hydrocortisone;MM00044;CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO;JYGXADMDTFJGBT-UHFFFAOYSA-N;362.47;1.78;5754;CHEMBL389621;CACO;ECACO;25;0;<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL638024/target=_blank>CHEMBL638024</a>;;-4.38;Stenberg P, Norinder U, Luthman K, Artursson P.: Experimental and computational screening models for the prediction of intestinal drug absorption. J Med Chem, Volume 44 (12), 2001;CACO-2;0.00004168693834703355
MM475843;MM475843;CC(C)(O)CCn1c(Cn2c(=O)n(C3CC3)c3ccncc32)nc2ccccc21;DCKYJLBTIKJCTP-UHFFFAOYSA-N;391.48;3.09;;;CACO;ECACO;25;0;<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL891578/target=_blank>CHEMBL891578</a>;;-4.74;Yu KL, Sin N, Civiello RL, Wang XA, Combrink KD, Gulgeze HB, Venables BL, Wright JJ, Dalterio RA, Zadjura L, Marino A, Dando S, D'Arienzo C, Kadow KF, Cianci CW, Li Z, Clarke J, Genovesi EV, Medina I, Lamb L, Colonno RJ, Yang Z, Krystal M, Meanwell NA.: Respiratory syncytial virus fusion inhibitors. Part 4: optimization for oral bioavailability. Bioorg Med Chem Lett, Volume 17 (4), 2007;CACO-2;0.000018197008586099827
